date,signal,short_mavg,long_mavg,positions
2018-12-17 01:00:00,0.0,2893.5750000000025,2953.2400000000007,0.0
2018-12-18 01:00:00,1.0,2994.1250000000027,2977.4100000000003,1.0
2018-12-19 01:00:00,1.0,3097.775000000003,2991.13,0.0
2018-12-20 01:00:00,1.0,3279.7500000000027,3046.4,0.0
2018-12-21 01:00:00,1.0,3353.8750000000027,3089.06,0.0
2018-12-22 01:00:00,1.0,3423.075000000003,3137.57,0.0
2018-12-23 01:00:00,1.0,3483.4000000000024,3197.6699999999996,0.0
2018-12-24 01:00:00,1.0,3479.875000000002,3269.2899999999995,0.0
2018-12-25 01:00:00,1.0,3465.100000000002,3319.8199999999997,0.0
2018-12-26 01:00:00,1.0,3427.5000000000023,3372.4399999999996,0.0
2018-12-27 01:00:00,0.0,3346.050000000002,3378.659999999999,-1.0
2018-12-28 01:00:00,0.0,3313.650000000002,3397.0999999999995,0.0
2018-12-29 01:00:00,0.0,3301.2500000000023,3401.21,0.0
2018-12-30 01:00:00,0.0,3303.100000000002,3381.78,0.0
2018-12-31 01:00:00,0.0,3323.9000000000024,3366.6700000000005,0.0
2019-01-01 01:00:00,0.0,3306.1500000000024,3350.3300000000004,0.0
2019-01-02 01:00:00,1.0,3347.5250000000024,3346.8600000000006,1.0
2019-01-03 01:00:00,1.0,3339.075000000002,3325.4600000000005,0.0
2019-01-04 01:00:00,1.0,3371.3500000000026,3329.1700000000005,0.0
2019-01-05 01:00:00,1.0,3370.7750000000024,3327.6400000000003,0.0
2019-01-06 01:00:00,1.0,3395.7500000000027,3366.7400000000002,0.0
2019-01-07 01:00:00,1.0,3437.3500000000026,3374.94,0.0
2019-01-08 01:00:00,1.0,3470.0000000000027,3396.6699999999996,0.0
2019-01-09 01:00:00,1.0,3500.6250000000027,3406.649999999999,0.0
2019-01-10 01:00:00,1.0,3405.3750000000027,3399.329999999999,0.0
2019-01-11 01:00:00,0.0,3324.600000000003,3382.319999999999,-1.0
2019-01-12 01:00:00,0.0,3242.7250000000026,3354.7499999999986,0.0
2019-01-13 01:00:00,0.0,3144.925000000003,3328.989999999999,0.0
2019-01-14 01:00:00,0.0,3153.6500000000033,3312.2499999999986,0.0
2019-01-15 01:00:00,0.0,3147.2250000000035,3292.8999999999987,0.0
2019-01-16 01:00:00,0.0,3147.1500000000037,3255.3099999999986,0.0
2019-01-17 01:00:00,0.0,3177.7750000000037,3225.159999999999,0.0
2019-01-18 01:00:00,0.0,3173.3500000000035,3193.5899999999992,0.0
2019-01-19 01:00:00,1.0,3197.3750000000036,3171.5999999999995,1.0
2019-01-20 01:00:00,1.0,3183.0250000000033,3166.3699999999994,0.0
